-0.009669303,-0.034582384,0.058223064
-0.013558558,-0.038258866,0.013402889
-0.047038032,-0.035064122,0.024888774
-0.052029108,-0.032233512,-0.001618902
-0.02396594,-0.037971268,-0.026293408
-0.022966307,-0.036602049,-0.059295414
0.018534741,-0.040741054,0.025650211
0.030871533,-0.040119852,-0.001665096
0.005221928,-0.034211613,-0.023403919
0.008916856,-0.036588336,-0.056808494
-0.009669412,-0.034575007,0.058221432
-0.013555307,-0.038255104,0.013402606
-0.047033525,-0.035058299,0.024882008
-0.052023314,-0.032226689,-0.001620703
-0.023966439,-0.037969317,-0.026293191
-0.022968434,-0.036603468,-0.059295434
0.01855045,-0.040731371,0.025648303
0.030867444,-0.040123548,-0.001661865
0.005213669,-0.034200088,-0.023402178
0.008918134,-0.036562643,-0.056813891
-0.00966944,-0.034567689,0.058219708
-0.013551934,-0.038251157,0.013402132
-0.04702916,-0.035052543,0.024875542
-0.052017549,-0.032219917,-0.001622598
-0.023966862,-0.037967355,-0.026293085
-0.022970447,-0.036604778,-0.059295512
0.018566135,-0.040721698,0.025646395
0.030863598,-0.040127082,-0.001658926
0.005205416,-0.034188676,-0.023400729
0.008919148,-0.036536899,-0.05681939
-0.009669389,-0.034560427,0.058217895
-0.013548442,-0.03824703,0.013401473
-0.04702493,-0.035046853,0.024869366
-0.052011812,-0.032213193,-0.001624583
-0.023967211,-0.037965381,-0.026293087
-0.022972348,-0.036605983,-0.059295648
0.018581792,-0.040712033,0.025644489
0.030859989,-0.040130459,-0.001656269
0.005197167,-0.034177371,-0.02339956
0.008919906,-0.036511106,-0.056824988
-0.009669261,-0.034553218,0.058215998
-0.013544838,-0.038242731,0.013400636
-0.047020829,-0.035041224,0.024863467
-0.052006102,-0.032206515,-0.001626654
-0.023967489,-0.037963398,-0.026293193
-0.022974142,-0.036607086,-0.059295838
0.018597419,-0.040702379,0.025642585
0.030856611,-0.040133683,-0.001653886
0.00518892,-0.034166168,-0.023398658
0.008920417,-0.036485264,-0.056830682
-0.00966906,-0.03454606,0.058214019
-0.013541125,-0.038238266,0.013399627
-0.047016851,-0.035035654,0.024857832
-0.052000418,-0.032199883,-0.001628809
-0.023967699,-0.037961404,-0.026293398
-0.022975833,-0.036608091,-0.05929608
0.018613014,-0.040692736,0.025640683
0.030853458,-0.040136759,-0.00165177
0.005180673,-0.034155062,-0.023398008
0.00892069,-0.036459375,-0.056836468
-0.009668788,-0.034538952,0.05821196
-0.013537308,-0.038233644,0.013398455
-0.047012989,-0.035030141,0.024852451
-0.051994759,-0.032193293,-0.001631043
-0.023967843,-0.037959402,-0.026293698
-0.022977423,-0.036609001,-0.059296371
0.018628574,-0.040683106,0.025638784
